,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
13403,24,4,141003,15,10,4,4,3,4,1,0.0,0.0,25,39, <=50K
13404,24,5,60668,11,9,4,3,3,4,1,0.0,0.0,40,39, <=50K
13405,29,4,104256,11,9,0,12,1,4,0,0.0,0.0,34,39, <=50K
13406,47,4,131002,9,13,2,10,0,4,1,0.0,0.0,50,39, >50K
13407,33,6,155151,15,10,2,12,0,4,1,0.0,0.39944903581267216,50,39, <=50K
13408,26,4,177720,7,12,0,10,4,4,0,0.0,0.0,45,39, <=50K
13409,20,4,39615,15,10,4,3,3,4,1,0.0,0.0,40,39, <=50K
13410,25,4,203871,8,11,2,10,5,4,0,0.0,0.4331955922865014,40,39, >50K
13411,57,7,25045,9,13,0,1,4,4,1,0.021740217402174022,0.0,37,39, <=50K
13412,36,4,112264,11,9,2,14,0,4,1,0.0,0.0,50,39, <=50K
13413,25,4,169100,12,14,2,4,0,4,1,0.0,0.0,40,39, <=50K
13414,46,4,155659,9,13,2,7,0,4,1,0.0,0.0,40,11, >50K
13415,39,4,291665,11,9,2,1,0,4,1,0.045080450804508045,0.0,24,39, <=50K
13416,29,4,224215,15,10,2,3,0,4,1,0.0,0.0,40,39, >50K
13417,18,4,270502,1,7,4,4,3,4,0,0.0,0.0,20,39, <=50K
13418,46,4,125487,8,11,2,13,0,4,1,0.0,0.0,40,39, <=50K
13419,61,4,51385,9,13,2,12,0,4,1,0.0,0.0,50,39, >50K
13420,41,4,112763,11,9,6,12,1,4,0,0.0,0.0,40,39, <=50K
13421,50,4,108926,15,10,0,7,1,2,0,0.0,0.0,40,39, <=50K
13422,53,4,366957,9,13,2,4,0,1,1,1.0,0.0,50,19, >50K
13423,36,2,109766,9,13,4,11,1,4,1,0.0,0.0,60,39, <=50K
13424,38,4,226106,15,10,4,1,4,2,0,0.0,0.0,40,39, <=50K
13425,75,6,92792,11,9,2,12,0,4,1,0.0,0.0,35,39, <=50K
13426,26,4,186950,8,11,2,1,5,4,0,0.0,0.0,40,39, >50K
13427,44,4,230478,9,13,2,4,0,4,1,0.0,0.0,40,39, >50K
13428,25,4,231638,11,9,4,1,3,4,0,0.0,0.0,40,39, <=50K
13429,31,4,120461,15,10,4,12,3,4,0,0.0,0.0,40,39, <=50K
13430,49,4,33673,2,8,4,14,1,1,1,0.0,0.0,35,39, <=50K
13431,34,4,191385,11,9,2,7,0,4,1,0.0,0.0,48,39, <=50K
13432,31,6,229946,11,9,2,10,0,4,1,0.0,0.0,40,4, <=50K
13433,47,6,160131,15,10,0,3,1,4,1,0.0,0.0,40,39, <=50K
13434,38,4,190895,9,13,2,4,0,4,1,0.07298072980729807,0.0,50,39, >50K
13435,18,4,126021,11,9,4,3,3,4,0,0.0,0.0,20,39, <=50K
13436,47,4,27815,6,5,0,8,1,4,0,0.0,0.39462809917355374,30,39, <=50K
13437,42,4,203542,11,9,4,3,1,4,1,0.0,0.0,40,39, <=50K
13438,29,4,144592,9,13,4,12,3,4,1,0.0,0.0,40,39, <=50K
13439,38,2,223004,15,10,0,11,1,4,1,0.0,0.0,75,39, <=50K
13440,22,4,183257,15,10,4,12,3,2,0,0.0,0.0,20,39, <=50K
13441,32,4,172714,11,9,4,3,3,4,1,0.0,0.0,40,39, <=50K
13442,20,4,131611,15,10,4,1,3,4,1,0.0,0.0,48,39, <=50K
13443,41,4,253060,14,15,2,12,0,4,1,0.0,0.0,50,39, <=50K
13444,46,4,471990,11,9,2,14,0,2,1,0.0,0.0,46,39, >50K
13445,44,4,138966,11,9,2,1,5,4,0,0.0,0.0,38,39, <=50K
13446,35,4,385412,9,13,4,1,1,4,0,0.0,0.0,40,39, <=50K
13448,60,4,103344,11,9,2,3,0,4,1,0.15024150241502415,0.0,40,39, >50K
13449,36,2,135786,6,5,2,3,0,4,1,0.0,0.0,25,39, <=50K
13450,30,4,227359,15,10,4,3,4,4,1,0.0,0.0,40,39, <=50K
13451,40,7,86912,10,16,2,10,0,4,1,0.0,0.0,50,39, >50K
13452,21,4,83033,15,10,4,1,3,4,0,0.021760217602176023,0.0,20,39, <=50K
13453,25,4,172581,9,13,4,10,1,4,0,0.0,0.0,40,39, <=50K
13454,56,7,274111,12,14,0,10,1,4,1,0.0,0.38314967860422405,40,39, <=50K
13455,42,4,187795,15,10,2,4,0,4,1,1.0,0.0,55,39, >50K
13456,26,4,483822,5,4,4,6,4,4,1,0.0,0.0,40,13, <=50K
13457,66,5,220543,11,9,2,1,5,4,0,0.0,0.0,40,39, >50K
13458,48,4,152953,5,4,2,3,0,4,1,0.0,0.0,32,6, <=50K
13459,35,4,239755,15,10,4,12,4,4,1,0.0,0.0,50,39, <=50K
13460,41,4,177905,12,14,2,10,0,4,1,0.0,0.0,45,39, >50K
13461,19,4,200136,15,10,4,12,3,4,0,0.0,0.0,20,39, <=50K
13462,55,6,111625,11,9,2,12,0,4,1,0.0,0.0,40,39, <=50K
13463,42,6,336513,9,13,2,3,0,4,1,0.15024150241502415,0.0,60,39, >50K
13464,45,4,162915,15,10,0,14,1,4,1,0.0,0.0,50,39, <=50K
13465,29,4,116662,9,13,4,6,1,4,1,0.0,0.0,40,39, <=50K
13466,42,6,24763,10,16,2,10,0,4,1,0.15024150241502415,0.0,40,39, >50K
13467,65,4,225580,11,9,0,12,1,4,0,0.0,0.0,20,39, <=50K
13468,30,4,169104,7,12,4,8,2,1,1,0.0,0.0,40,40, <=50K
13469,43,4,212894,15,10,2,3,0,4,1,0.0,0.0,40,39, <=50K
13470,61,4,93997,5,4,2,7,0,4,1,0.0,0.0,40,22, <=50K
13471,22,4,189924,15,10,4,8,1,4,0,0.0,0.0,50,39, <=50K
13472,23,4,274424,1,7,5,8,4,4,0,0.0,0.0,40,39, <=50K
13473,34,4,188246,11,9,2,7,0,4,1,0.0,0.0,40,39, <=50K
13474,51,4,284211,11,9,6,10,4,4,0,0.0,0.0,35,39, <=50K
13475,21,4,198259,15,10,4,1,3,4,0,0.0,0.0,15,39, <=50K
13476,31,4,368517,7,12,4,10,1,1,1,0.0,0.0,40,39, <=50K
13477,34,4,168768,7,12,4,1,1,4,0,0.0,0.0,35,39, <=50K
13478,33,1,122220,15,10,2,4,5,2,0,0.0,0.0,40,39, >50K
13479,32,4,136204,12,14,5,4,1,4,1,0.0,0.6483011937557392,55,39, >50K
13480,44,4,175641,1,7,2,12,0,4,1,0.0,0.0,40,39, >50K
13481,21,7,173324,15,10,4,8,3,2,1,0.0,0.0,20,39, <=50K
13482,75,2,31195,11,9,0,1,1,4,0,0.0,0.0,20,39, <=50K
13483,55,1,88876,12,14,2,4,0,1,1,0.0,0.0,60,39, >50K
13484,43,6,176069,11,9,2,8,5,4,0,0.0,0.0,16,39, <=50K
13485,31,4,215297,11,9,2,3,0,4,1,0.0,0.0,45,39, <=50K
13486,41,4,198425,15,10,2,3,0,4,1,0.0,0.0,45,39, <=50K
13487,26,2,180957,12,14,4,10,1,4,1,0.0,0.0,50,39, <=50K
13488,23,4,206129,8,11,4,3,4,2,0,0.0,0.0,40,39, <=50K
13489,42,1,65950,11,9,0,1,4,2,0,0.0,0.0,40,39, <=50K
13490,29,4,197618,11,9,4,1,1,4,0,0.0,0.0,40,39, <=50K
13491,21,4,185357,11,9,4,1,1,4,1,0.0,0.0,50,39, <=50K
13492,28,4,134890,9,13,4,4,3,4,1,0.0,0.0,40,39, <=50K
13494,35,1,153633,15,10,4,8,4,2,0,0.0,0.0,40,39, <=50K
13495,65,4,115890,9,13,2,14,0,4,1,0.0,0.0,20,39, <=50K
13496,34,4,394447,9,13,4,10,1,4,1,0.024630246302463025,0.0,50,10, <=50K
13497,58,4,343957,9,13,0,12,1,4,1,0.0,0.0,50,39, <=50K
13500,59,4,159048,11,9,0,8,1,4,0,0.0,0.0,40,39, <=50K
13501,46,4,423222,9,13,2,4,0,4,1,0.07688076880768807,0.0,40,39, >50K
13502,30,4,89735,8,11,2,10,0,4,1,0.0,0.0,40,39, >50K
13503,28,4,31778,9,13,4,6,3,4,1,0.0,0.0,40,39, <=50K
13505,47,4,233511,12,14,0,12,1,4,1,0.27828278282782826,0.0,60,39, >50K
13506,30,4,327112,9,13,0,12,1,4,1,0.0,0.3590449954086318,40,39, >50K
13507,34,4,236543,11,9,4,3,3,4,1,0.0,0.0,40,39, <=50K
13508,51,7,194475,15,10,0,10,1,4,0,0.0,0.0,40,39, <=50K
13509,41,4,303510,11,9,2,4,0,4,1,0.0,0.0,40,39, <=50K
13510,57,4,171242,15,10,2,10,0,4,1,0.0,0.0,40,39, >50K
13511,28,6,39388,8,11,2,5,0,4,1,0.0,0.0,60,39, <=50K
13512,62,2,197218,11,9,6,8,1,4,0,0.0,0.0,18,39, <=50K
13513,22,7,151991,15,10,4,13,3,4,1,0.0,0.0,20,39, <=50K
13514,38,4,374524,9,13,2,10,0,4,1,0.0,0.0,40,39, >50K
13516,45,2,364563,11,9,2,14,0,4,1,0.0,0.0,40,39, >50K
13517,37,4,186035,7,12,2,3,0,4,1,0.0,0.0,55,39, <=50K
13518,21,4,47541,11,9,0,7,2,4,1,0.0,0.0,40,39, <=50K
13519,49,4,151107,11,9,4,3,1,2,1,0.0,0.0,40,39, <=50K
13520,24,4,500509,11,9,4,8,3,2,1,0.0,0.0,40,39, <=50K
13521,47,4,138107,9,13,0,4,1,4,1,0.0,0.5183654729109275,40,39, >50K
13522,20,1,225515,15,10,4,13,3,4,0,0.0,0.0,24,39, <=50K
13523,27,4,153291,14,15,2,10,5,4,0,0.0,0.0,50,39, >50K
13524,40,4,169885,11,9,5,8,1,4,0,0.0,0.0,40,39, <=50K
13526,31,2,175778,9,13,0,10,1,4,0,0.0,0.0,40,39, <=50K
13527,43,4,55213,11,9,2,7,0,4,1,0.0,0.45385674931129477,52,39, >50K
13528,48,4,38950,9,13,2,4,0,4,1,0.15024150241502415,0.0,50,39, >50K
13529,64,6,65991,11,9,2,5,0,4,1,0.07298072980729807,0.0,45,39, >50K
13530,39,4,174330,11,9,5,3,4,4,1,0.0,0.0,40,39, <=50K
13531,50,4,35224,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
13532,52,4,175622,8,11,0,8,4,4,0,0.0,0.0,40,39, <=50K
13533,44,4,164678,12,14,2,10,5,4,0,0.0,0.0,45,39, <=50K
13535,54,4,163671,11,9,2,14,0,4,1,0.0,0.4331955922865014,65,39, >50K
13536,17,6,181317,0,6,4,5,3,4,1,0.0,0.0,35,39, <=50K
13537,33,1,177945,11,9,2,1,0,2,1,0.0,0.0,40,39, <=50K
13538,28,4,47168,0,6,4,7,3,4,0,0.0,0.0,40,39, <=50K
13539,39,6,190023,9,13,2,12,0,4,1,0.0,0.0,60,39, <=50K
13540,33,4,168782,8,11,4,3,4,4,1,0.0,0.0,40,39, <=50K
13541,59,4,175290,5,4,4,8,2,4,1,0.0,0.0,32,39, <=50K
13542,74,4,145463,3,2,6,9,1,2,0,0.0,0.0,15,39, <=50K
13543,54,4,159755,15,10,2,11,0,4,1,0.0,0.0,40,39, >50K
13544,31,4,113364,7,12,2,7,0,4,1,0.0,0.0,55,39, <=50K
13545,31,4,487742,15,10,5,12,4,4,0,0.0,0.0,40,39, <=50K
13546,20,4,304710,15,10,4,12,3,1,0,0.0,0.0,20,39, <=50K
13547,54,2,185846,12,14,2,10,0,4,1,0.0,0.45385674931129477,40,39, >50K
13548,42,4,212894,8,11,2,1,0,4,1,0.024070240702407025,0.0,40,39, <=50K
13549,57,6,315460,14,15,2,10,0,4,1,0.0,0.0,36,39, <=50K
13550,49,4,135643,11,9,6,3,4,1,0,0.0,0.0,40,35, <=50K
13551,40,4,220977,10,16,2,4,0,1,1,0.03103031030310303,0.0,40,19, >50K
13553,38,4,202683,11,9,4,1,1,4,1,0.0,0.0,40,39, <=50K
13554,39,4,164866,11,9,2,7,0,4,1,0.0,0.0,42,39, >50K
13555,43,4,191814,7,12,2,12,0,4,1,0.07688076880768807,0.0,50,39, >50K
13557,57,4,158077,9,13,2,12,5,4,0,0.0,0.0,40,39, <=50K
13558,38,4,191103,14,15,2,10,0,4,1,0.0,0.0,99,39, >50K
13559,25,4,193701,9,13,4,8,1,4,0,0.0,0.0,38,39, <=50K
13560,40,4,143046,9,13,4,10,1,4,0,0.0,0.0,45,39, <=50K
13561,34,4,206297,9,13,2,4,0,4,1,0.0,0.0,48,39, >50K
13562,35,6,188563,11,9,0,5,3,4,1,0.0,0.0,50,39, <=50K
13563,53,4,35102,15,10,0,1,1,4,0,0.0,0.0,34,39, <=50K
13564,21,4,203055,15,10,4,7,4,4,1,0.0,0.0,40,39, <=50K
13565,43,4,309932,9,13,2,3,0,4,1,0.0,0.0,40,39, <=50K
13566,43,6,243432,11,9,2,3,0,4,1,0.0,0.0,60,39, <=50K
13567,22,4,177107,8,11,4,10,4,2,0,0.0,0.0,35,39, <=50K
13568,64,6,113929,11,9,2,12,0,4,1,0.0,0.0,35,39, <=50K
13570,40,4,222011,12,14,4,10,1,4,0,0.033250332503325035,0.0,40,39, <=50K
13571,34,4,186824,11,9,2,6,0,4,1,0.0,0.0,70,39, <=50K
13572,46,4,192768,11,9,2,1,5,4,0,0.0,0.0,40,39, <=50K
13573,35,4,234962,11,9,4,7,2,4,1,0.0,0.0,40,26, <=50K
13574,32,4,83253,15,10,2,14,0,4,1,0.0,0.0,60,39, <=50K
13575,26,4,248990,15,10,4,3,3,4,1,0.0,0.0,40,39, <=50K
13576,25,4,346159,11,9,4,3,1,4,1,0.0,0.0,40,39, <=50K
13577,55,4,272656,9,13,2,13,0,4,1,0.0,0.0,55,39, >50K
13578,22,4,60552,15,10,4,12,3,4,0,0.0,0.0,40,39, <=50K
13579,29,7,33798,15,10,0,1,3,4,1,0.0,0.0,20,39, <=50K
13580,38,6,112158,11,9,2,4,0,4,1,0.0,0.0,99,39, <=50K
13581,55,4,200992,15,10,6,8,1,4,0,0.0,0.0,35,39, <=50K
13582,26,4,98155,11,9,2,4,0,4,1,0.0,0.0,40,39, <=50K
13583,34,5,79586,9,13,4,10,1,3,1,0.0,0.0,60,39, <=50K
13584,25,7,143062,11,9,4,1,3,4,0,0.0,0.0,40,39, <=50K
13585,39,4,101146,11,9,0,10,1,4,0,0.04650046500465005,0.0,40,39, <=50K
13587,58,7,159021,6,5,2,5,0,4,1,0.0,0.0,40,39, <=50K
13588,34,2,353270,8,11,4,3,3,4,0,0.0,0.0,40,39, <=50K
13589,29,6,162312,15,10,4,4,3,1,1,0.0,0.0,45,35, <=50K
13590,49,7,231961,10,16,0,10,4,4,1,0.0,0.0,50,39, >50K
13591,38,4,181943,9,13,4,1,1,4,0,0.0,0.0,35,39, <=50K
13592,21,4,163595,15,10,4,8,3,4,1,0.0,0.0,35,39, <=50K
13593,28,4,130856,9,13,2,10,0,4,1,0.0,0.0,40,39, >50K
13594,42,4,208875,15,10,2,4,5,4,0,0.0,0.0,40,8, >50K
13595,29,6,58744,7,12,4,8,3,4,1,0.0,0.0,60,39, <=50K
13596,48,4,116641,11,9,0,1,4,4,0,0.0,0.0,45,39, <=50K
13597,40,4,69333,9,13,2,5,0,4,1,0.0,0.0,40,39, <=50K
13598,36,4,320811,15,10,2,3,0,4,1,0.0,0.0,40,39, >50K
13599,34,4,197886,9,13,2,12,0,4,1,0.0,0.0,60,39, >50K
13600,57,6,253914,3,2,2,12,0,4,1,0.0,0.0,35,26, <=50K
13601,24,4,89154,6,5,4,8,1,4,1,0.0,0.0,40,8, <=50K
13602,32,4,372317,6,5,5,8,4,4,0,0.0,0.0,23,26, <=50K
13604,39,4,192614,11,9,2,14,0,4,1,0.0,0.0,56,39, <=50K
13605,39,4,403489,1,7,0,14,3,4,1,0.0,0.0,40,39, <=50K
13606,18,4,169652,1,7,4,8,3,4,0,0.0,0.0,12,39, <=50K
13607,20,4,217467,15,10,4,3,3,4,1,0.0,0.0,40,39, <=50K
13609,54,4,175912,0,6,2,14,0,4,1,0.0,0.0,40,39, <=50K
13610,40,6,179533,11,9,2,14,0,4,1,0.0,0.0,75,39, >50K
13611,27,4,149624,15,10,2,1,0,4,1,0.0,0.0,30,39, <=50K
13612,27,4,289147,11,9,4,7,3,4,0,0.0,0.0,40,39, <=50K
13613,43,1,347720,9,13,4,13,1,4,1,0.0,0.0,50,39, <=50K
13614,22,4,406978,9,13,4,4,2,4,0,0.0,0.0,40,39, <=50K
13615,17,4,193199,1,7,4,12,4,4,0,0.0,0.0,12,31, <=50K
13616,37,5,163998,7,12,2,12,0,4,1,0.0,0.0,50,39, >50K
13617,49,4,173115,0,6,5,4,1,2,1,0.04416044160441605,0.0,99,39, <=50K
13618,33,4,333701,8,11,4,8,4,2,1,0.0,0.0,40,39, <=50K
13619,21,7,48121,15,10,4,4,3,4,1,0.0,0.3677685950413223,10,39, <=50K
13620,45,4,186256,11,9,0,3,1,4,1,0.0,0.0,40,39, <=50K
13621,33,4,104525,11,9,2,6,0,4,1,0.0,0.0,40,39, <=50K
13622,25,4,104097,9,13,2,3,0,4,1,0.028290282902829027,0.0,60,39, <=50K
13623,71,4,212806,11,9,2,12,0,4,1,0.0,0.0,36,39, <=50K
13624,23,2,203353,9,13,4,10,3,4,0,0.0,0.0,45,39, <=50K
13625,41,4,130126,14,15,2,10,0,4,1,0.0,0.0,80,39, >50K
13627,47,4,218435,11,9,3,12,4,4,0,0.0,0.0,20,5, <=50K
13628,30,4,154120,9,13,4,12,1,4,1,0.0,0.0,65,39, <=50K
13629,40,4,193537,15,10,2,1,5,4,0,0.0,0.0,40,6, <=50K
13630,44,4,84535,15,10,0,12,4,4,0,0.0,0.0,48,39, <=50K
13631,50,4,150999,12,14,2,10,0,4,1,0.0,0.45385674931129477,40,39, >50K
13632,31,7,157673,11,9,2,5,0,4,1,0.0,0.0,40,39, <=50K
13633,68,4,217424,11,9,2,11,0,4,1,0.0,0.0,24,39, <=50K
13634,45,4,358886,2,8,2,1,0,4,1,0.024070240702407025,0.0,50,39, <=50K
13635,38,4,186191,9,13,4,10,3,4,1,0.0,0.0,40,39, <=50K
13636,78,5,212660,1,7,2,4,0,4,1,0.0,0.0,10,39, <=50K
13637,31,5,31740,8,11,2,5,0,4,1,0.0,0.0,55,39, <=50K
13638,39,4,498785,11,9,0,1,1,4,1,0.0,0.0,40,39, <=50K
13639,36,6,35945,5,4,2,7,0,4,1,0.07298072980729807,0.0,45,39, >50K
13640,46,2,162566,12,14,0,10,4,4,0,0.0,0.0,50,2, <=50K
13641,30,4,118861,15,10,2,1,0,1,1,0.0,0.0,50,39, >50K
13642,34,4,206609,15,10,4,12,4,4,1,0.0,0.0,35,39, <=50K
13643,30,1,423064,11,9,5,1,2,2,1,0.0,0.0,35,39, <=50K
13644,47,4,191957,9,13,2,12,0,2,1,0.0,0.0,40,39, >50K
13645,40,4,223934,15,10,2,1,5,4,0,0.0,0.0,17,39, >50K
13647,44,6,195486,11,9,2,12,0,2,1,0.0,0.0,70,23, <=50K
13648,40,4,114580,11,9,0,3,2,4,0,0.0,0.0,40,40, <=50K
13649,20,4,119215,15,10,4,14,3,4,1,0.0,0.0,40,39, <=50K
13650,45,4,240554,9,13,2,4,0,4,1,0.0,0.0,40,39, >50K
13651,55,4,199067,9,13,2,4,0,4,1,0.15024150241502415,0.0,42,39, >50K
13652,51,4,144084,11,9,4,7,3,4,0,0.0,0.0,40,39, <=50K
13653,38,4,358682,15,10,2,6,0,4,1,0.0,0.0,40,39, <=50K
13654,49,2,59612,12,14,2,10,0,4,1,0.0,0.0,40,39, >50K
13655,49,7,391585,9,13,2,4,0,4,1,0.15024150241502415,0.0,40,39, >50K
13656,30,2,101345,11,9,5,8,4,4,0,0.0,0.0,26,39, <=50K
13657,20,4,117618,15,10,4,4,3,4,1,0.0,0.0,40,39, <=50K
13658,34,4,231238,6,5,5,5,4,2,1,0.0,0.0,40,39, <=50K
13659,42,2,143046,11,9,6,14,4,4,0,0.0,0.0,40,39, <=50K
13660,46,4,326857,12,14,2,12,0,4,1,0.0,0.5544077134986226,65,39, >50K
13661,43,4,203642,9,13,4,10,1,4,0,0.0,0.0,40,39, >50K
13662,62,4,88579,11,9,4,1,1,4,0,0.0,0.0,38,39, <=50K
13663,21,4,240517,15,10,4,7,3,4,0,0.0,0.0,70,39, <=50K
13664,58,2,156649,3,2,6,6,4,2,1,0.0,0.0,40,39, <=50K
13665,30,4,143392,9,13,2,1,5,4,0,0.0,0.0,40,39, <=50K
13666,37,4,365465,11,9,5,3,4,4,1,0.0,0.0,70,30, <=50K
13667,22,7,264710,9,13,4,13,3,4,0,0.0,0.0,40,39, <=50K
13668,64,7,223830,6,5,4,1,1,4,0,0.0,0.0,38,39, <=50K
13669,42,4,154374,11,9,2,14,0,4,1,0.0,0.0,50,39, >50K
13670,43,7,242521,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
13671,34,4,124569,15,10,0,1,1,4,0,0.0,0.0,40,39, <=50K
13672,25,4,209230,11,9,4,8,3,4,0,0.0,0.0,6,39, <=50K
13673,21,4,162228,15,10,4,1,3,4,1,0.0,0.0,40,39, <=50K
13674,45,1,60267,11,9,2,1,0,4,1,0.0,0.0,40,39, >50K
13675,55,6,76901,7,12,2,4,0,4,1,0.0,0.0,55,39, >50K
13676,24,4,137876,11,9,4,3,3,4,1,0.0,0.0,50,39, <=50K
13677,70,6,347910,15,10,2,4,0,4,1,0.0,0.0,35,39, <=50K
13678,27,2,138917,9,13,4,10,1,4,1,0.0,0.0,35,39, <=50K
13679,34,4,532379,15,10,2,3,0,4,1,0.0,0.0,40,39, <=50K
13680,57,4,31532,9,13,2,14,0,4,1,0.0,0.0,40,39, <=50K
13681,37,6,30973,11,9,2,4,0,4,1,0.0,0.0,40,39, <=50K
13682,52,4,117295,3,2,2,4,0,4,1,0.0,0.0,50,39, >50K
13683,32,4,295282,11,9,2,3,0,4,1,0.0,0.0,48,39, <=50K
13684,42,4,190786,8,11,2,3,0,4,1,0.0,0.0,40,39, <=50K
13685,24,4,246207,9,13,4,7,3,2,0,0.0,0.0,40,39, <=50K
13686,50,4,130780,11,9,2,6,0,2,1,0.0,0.0,40,39, <=50K
13687,36,4,186212,7,12,2,3,0,4,1,0.0,0.0,50,39, <=50K
13688,42,4,175526,11,9,2,7,0,4,1,0.0,0.0,40,39, <=50K
13689,40,4,207025,11,9,4,1,1,4,0,0.06849068490684906,0.0,38,39, <=50K
13690,39,1,82622,9,13,4,1,1,4,1,0.0,0.0,45,39, <=50K
13692,38,7,318886,9,13,2,11,0,2,1,0.0,0.0,52,39, <=50K
13693,18,4,256005,11,9,4,8,3,4,1,0.0,0.0,40,39, <=50K
13694,63,6,217715,4,3,4,12,1,4,0,0.0,0.0,3,39, <=50K
13695,50,4,205803,12,14,2,12,0,4,1,0.15024150241502415,0.0,40,39, >50K
13696,82,6,240491,11,9,2,3,0,4,1,0.0,0.0,40,5, <=50K
13697,33,4,154120,11,9,0,6,3,4,1,0.0,0.0,45,39, <=50K
13698,37,4,69251,15,10,2,14,0,1,1,0.0,0.0,40,39, <=50K
13699,24,4,333505,11,9,3,14,3,4,1,0.0,0.0,40,29, <=50K
13700,31,4,168521,9,13,4,4,4,4,0,0.0,0.0,50,39, <=50K
13701,59,4,193568,11,9,0,7,3,4,0,0.0,0.0,40,39, <=50K
13702,18,4,426895,2,8,4,5,3,4,1,0.0,0.0,55,39, <=50K
13703,47,6,131826,15,10,2,12,0,4,1,0.0,0.0,40,39, <=50K
13704,48,4,79646,1,7,2,5,0,4,1,0.0,0.0,50,39, <=50K
13705,27,4,167031,9,13,4,10,4,3,0,0.0,0.0,33,39, <=50K
13706,34,4,73199,1,7,4,8,3,1,1,0.0,0.0,40,30, <=50K
13707,50,4,114056,8,11,2,11,0,4,1,0.0,0.0,84,39, <=50K
13708,57,6,110417,15,10,2,5,0,4,1,0.0,0.0,75,39, <=50K
13709,60,4,33266,11,9,2,11,0,4,1,0.0,0.0,40,39, <=50K
13710,39,4,154410,11,9,2,1,0,4,1,0.0,0.0,40,39, >50K
13712,18,4,27780,11,9,4,12,3,4,0,0.0,0.0,25,39, <=50K
13713,26,4,142914,7,12,2,10,5,4,0,0.0,0.0,75,39, <=50K
13714,37,4,190987,15,10,2,12,5,4,0,0.07298072980729807,0.0,40,39, >50K
13715,20,4,314422,11,9,4,12,3,4,0,0.0,0.0,30,39, <=50K
13716,29,2,273771,12,14,4,10,1,4,1,0.0,0.0,45,39, <=50K
13717,30,4,175083,11,9,0,14,1,4,1,0.0,0.0,52,39, <=50K
13718,21,4,63665,15,10,4,8,3,4,1,0.0,0.0,15,39, <=50K
13719,24,2,193416,15,10,4,11,3,4,0,0.0,0.0,40,39, <=50K
13720,51,4,74275,11,9,2,7,0,4,1,0.0,0.0,40,39, <=50K
13721,31,4,122609,11,9,0,1,4,4,0,0.0,0.0,40,39, <=50K
13722,45,4,225456,9,13,2,10,0,4,1,0.0,0.45385674931129477,40,39, >50K
13723,36,2,116892,15,10,2,3,0,4,1,0.0,0.0,40,39, <=50K
13724,29,4,196971,9,13,4,10,3,4,0,0.0,0.0,72,39, <=50K
13725,20,4,105312,11,9,4,12,1,4,0,0.0,0.0,35,39, <=50K
13726,46,4,108699,15,10,6,1,1,4,0,0.0,0.0,60,39, <=50K
13727,44,4,171615,11,9,2,14,0,4,1,0.0,0.0,45,39, <=50K
13728,39,4,388023,11,9,0,4,1,4,0,0.0,0.0,38,39, <=50K
13729,39,4,181553,9,13,0,4,1,4,1,0.0,0.0,55,39, <=50K
13730,45,4,170850,11,9,2,7,0,4,1,0.0,0.0,44,39, >50K
13731,28,4,187479,15,10,2,4,0,4,1,0.0,0.0,55,39, <=50K
13732,44,4,277720,15,10,2,1,5,4,0,0.0,0.0,35,39, <=50K
13733,48,2,493862,11,9,2,4,0,2,1,0.07298072980729807,0.0,38,39, >50K
13734,27,4,220754,11,9,4,1,1,4,0,0.0,0.0,70,39, <=50K
13735,34,6,209768,11,9,2,4,0,4,1,0.0,0.0,40,39, <=50K
13736,35,4,93225,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
13737,28,1,341709,11,9,4,3,1,4,1,0.0,0.0,40,39, <=50K
13738,25,4,236242,14,15,4,10,1,4,0,0.0,0.0,30,39, <=50K
13739,21,4,121889,15,10,4,12,3,2,0,0.0,0.0,20,39, <=50K
13740,18,4,318190,1,7,4,8,3,4,1,0.0,0.0,15,39, <=50K
13741,63,6,111306,5,4,6,5,4,4,0,0.0,0.0,10,39, <=50K
13742,18,4,198614,1,7,4,12,3,2,0,0.0,0.0,8,39, <=50K
13743,32,4,193231,11,9,2,3,0,4,1,0.0,0.0,40,39, <=50K
13745,19,4,172368,1,7,4,14,3,4,1,0.0,0.0,20,39, <=50K
13746,23,4,60331,15,10,4,14,1,4,1,0.0,0.0,60,39, <=50K
13748,36,4,192939,12,14,2,10,0,4,1,0.0,0.45385674931129477,60,39, >50K
13749,43,4,138184,11,9,0,8,1,2,0,0.0,0.40449954086317724,35,39, <=50K
13750,45,4,238567,9,13,2,4,0,4,1,0.0,0.0,40,9, >50K
13751,30,4,208068,11,9,2,3,0,3,1,0.0,0.0,40,26, <=50K
13752,46,4,181810,11,9,2,3,0,2,1,0.04064040640406404,0.0,40,39, <=50K
13753,24,1,283918,15,10,0,1,4,2,0,0.0,0.0,25,39, <=50K
13754,42,4,107276,15,10,4,4,1,4,0,0.0,0.5610651974288338,40,39, >50K
13755,23,4,37783,15,10,4,12,3,4,0,0.0,0.0,40,39, <=50K
13756,27,4,263552,11,9,4,1,1,4,1,0.0,0.0,50,39, <=50K
13757,48,4,255439,15,10,4,6,1,4,1,0.0,0.0,40,39, <=50K
13758,31,5,344275,11,9,4,3,1,4,1,0.0,0.0,44,39, <=50K
