,age,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,workclass_1,workclass_2,workclass_4,workclass_5,workclass_6,workclass_7,workclass_8,education_0,education_1,education_2,education_3,education_4,education_5,education_6,education_7,education_8,education_9,education_10,education_11,education_12,education_13,education_14,education_15,label
18587,23,157951,10,4,4,1,4,0,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18588,43,225165,9,2,12,0,4,1,0.0,0.0,55,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
18589,37,238049,5,4,9,1,4,0,0.0,0.0,30,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, <=50K
18590,31,197252,4,2,8,0,4,1,0.0,0.0,40,26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, <=50K
18591,56,216636,8,2,4,0,4,1,0.0,0.3790174471992654,40,39,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18592,25,183575,7,4,3,3,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18593,17,19752,7,4,8,3,2,0,0.0,0.0,25,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18594,37,103925,9,6,1,4,4,0,0.0,0.0,68,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18595,60,31577,11,2,13,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
18596,59,61298,13,3,4,1,4,0,0.0,0.0,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18597,59,190541,9,2,3,0,4,1,0.0,0.0,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
18598,46,366089,15,2,10,0,4,1,0.15024150241502415,0.0,40,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, >50K
18601,24,216129,9,4,3,3,4,1,0.0,0.3232323232323232,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18602,29,51944,9,2,8,5,4,0,0.04386043860438604,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
18603,33,67482,11,0,8,4,4,0,0.0,0.0,99,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
18605,23,279243,10,4,11,1,4,1,0.0,0.0,40,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18606,20,278391,10,4,1,3,4,1,0.0,0.0,25,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18607,60,349898,9,6,8,1,4,0,0.0,0.0,44,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18608,44,219441,6,4,12,4,3,0,0.0,0.0,35,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18609,18,173255,9,4,14,3,4,1,0.01055010550105501,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18610,52,29623,8,4,8,4,2,0,0.0,0.0,40,39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18611,31,217460,9,0,3,1,4,1,0.0,0.0,45,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18612,30,163604,13,6,10,4,4,0,0.0,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
18613,33,163110,9,2,6,0,4,1,0.03781037810378104,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18614,20,238685,10,4,8,1,4,0,0.0,0.0,32,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18616,33,213308,11,5,1,3,2,0,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
18617,25,193773,9,4,8,1,2,0,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18618,63,114011,9,5,3,1,4,0,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18619,63,52144,10,6,4,1,4,1,0.0,0.0,35,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18620,43,347934,9,5,12,1,4,0,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18621,58,293399,7,6,7,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18623,35,127306,11,4,1,3,4,0,0.14344143441434415,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, >50K
18624,42,366180,10,2,4,0,4,1,0.0,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
18625,20,188950,10,4,11,3,4,1,0.0,0.0,25,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18626,35,189382,9,0,3,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18627,62,24515,5,2,4,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, <=50K
18628,41,283116,9,0,3,4,4,0,0.015060150601506015,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18629,43,182217,13,2,10,5,4,0,0.0,0.0,35,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18630,19,552354,8,4,7,3,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18631,46,163021,9,4,1,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18632,47,61885,13,2,10,0,4,1,0.15024150241502415,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
18633,36,182898,13,2,4,0,4,1,0.07298072980729807,0.0,40,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
18634,45,183092,12,4,1,1,2,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, <=50K
18635,48,30289,6,2,3,0,4,1,0.0,0.0,30,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18636,29,77572,12,4,1,1,1,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, <=50K
18637,48,118330,13,2,4,0,4,1,0.051780517805178054,0.0,40,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
18638,36,469056,9,0,12,4,2,0,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18639,58,145574,7,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18640,43,302041,9,4,1,1,2,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18641,59,32552,13,2,3,0,4,1,0.0,0.0,4,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18642,42,185413,13,2,4,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18643,33,26543,11,2,13,0,4,1,0.0,0.0,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, >50K
18644,23,163870,10,4,2,2,4,1,0.0,0.0,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18645,21,240063,10,4,6,3,4,1,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18646,48,208748,3,0,7,4,3,0,0.0,0.0,40,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, <=50K
18647,32,84119,9,2,3,0,4,1,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18648,31,84130,10,2,1,0,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
18649,66,261062,14,6,10,1,4,0,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, <=50K
18650,23,336010,13,4,1,1,4,1,0.0,0.0,32,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18651,52,389270,10,2,1,5,4,0,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
18652,17,138293,7,4,6,3,4,1,0.0,0.0,15,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18653,35,240389,10,2,12,0,4,1,0.0,0.0,43,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
18654,39,190297,16,2,10,0,4,1,1.0,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, >50K
18656,24,149457,10,4,1,4,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18657,45,81534,9,2,8,0,1,1,0.0,0.0,84,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
18658,25,378322,9,4,3,1,4,1,0.0,0.459366391184573,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18659,29,196912,13,4,10,1,2,1,0.0,0.0,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18660,56,116143,13,2,1,0,4,1,0.051780517805178054,0.0,44,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
18661,34,80933,9,0,5,1,4,1,0.0,0.0,40,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18662,64,190660,9,0,3,1,4,1,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
18663,27,120155,9,2,1,0,4,1,0.0,0.0,39,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18664,47,167159,9,0,7,1,4,1,0.04650046500465005,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18665,36,58343,13,2,13,0,4,1,0.03103031030310303,0.0,42,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
18666,44,161240,9,0,7,1,4,1,0.0,0.0,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18667,31,126402,9,4,5,1,2,0,0.0,0.0,60,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18668,23,148709,9,2,1,2,4,0,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18669,45,318280,10,2,10,0,4,1,0.07688076880768807,0.0,50,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
18670,31,80058,9,4,7,3,4,1,0.0,0.0,64,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18671,45,274689,6,2,3,0,4,1,0.0,0.0,60,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18673,33,217460,12,2,10,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, >50K
18674,33,33727,14,2,10,5,4,0,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, <=50K
18675,30,166961,10,2,1,5,4,0,0.0,0.0,20,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
18676,25,146117,10,4,7,1,4,1,0.0,0.0,42,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18678,70,124449,14,2,4,0,4,1,0.0,0.5156106519742883,8,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
18679,22,50163,5,4,14,3,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, <=50K
18680,30,235271,13,2,12,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, >50K
18681,46,121124,12,2,4,0,4,1,0.15024150241502415,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, >50K
18682,43,144218,8,2,14,0,4,1,0.0,0.0,60,39,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18683,37,94334,4,4,7,3,4,0,0.0,0.0,25,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, <=50K
18684,59,169982,10,2,4,0,4,1,0.15024150241502415,0.0,60,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
18685,51,35295,9,4,5,4,4,1,0.0,0.0,45,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18686,47,133969,13,2,4,0,1,1,0.028850288502885027,0.0,65,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18687,36,35429,10,2,4,0,4,1,0.0,0.0,60,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18688,73,205580,3,2,10,0,4,1,0.0,0.0,6,39,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, <=50K
18689,32,177794,14,4,10,1,4,0,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, <=50K
18690,34,167474,9,2,12,0,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18691,51,35211,9,2,14,0,0,1,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18692,20,117244,9,4,7,4,4,0,0.0,0.0,45,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18693,57,194850,10,2,8,0,3,1,0.0,0.0,40,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18694,19,144911,10,4,8,3,4,1,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18695,45,197240,8,2,12,0,4,1,0.07688076880768807,0.0,40,39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, >50K
18696,55,101338,6,2,3,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18697,60,148522,10,2,3,0,0,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18698,19,97261,9,4,5,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18699,35,166606,9,2,13,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18700,20,229414,9,4,7,3,4,0,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18701,34,209213,13,4,10,2,2,1,0.0,0.0,15,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18702,26,291968,15,2,10,0,4,1,0.0,0.45385674931129477,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, >50K
18703,73,127858,10,6,13,1,4,0,0.032730327303273035,0.0,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18704,27,302406,14,2,10,0,4,1,0.0,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, <=50K
18705,37,29054,11,4,5,3,4,1,0.0,0.0,84,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
18706,73,336007,9,2,12,0,4,1,0.0,0.0,40,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18707,46,349230,11,2,13,0,4,1,0.0,0.42424242424242425,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, >50K
18708,36,101481,9,4,1,1,4,1,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18709,54,46704,9,2,5,0,4,1,0.0,0.0,60,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
18710,49,233639,7,2,8,0,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18711,68,31725,9,2,5,0,4,1,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18712,34,54850,13,4,4,1,4,1,0.0,0.36501377410468316,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18713,30,293512,11,4,10,1,2,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, <=50K
18714,28,375655,13,4,12,4,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18715,28,105817,7,2,4,0,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, >50K
18716,25,203408,10,2,8,0,4,1,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18717,26,162302,10,4,7,1,1,1,0.0,0.0,40,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18718,40,163455,10,2,13,0,4,1,0.0,0.0,55,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
18719,32,100135,9,0,1,4,4,0,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18721,18,102182,8,4,9,1,4,0,0.0,0.0,30,39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18722,36,414683,13,2,10,0,2,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18723,26,194352,13,4,10,3,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18724,24,194096,9,4,10,3,4,0,0.0,0.0,45,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18725,90,153602,9,2,8,0,4,1,0.06767067670676706,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18726,20,215495,10,4,1,3,4,0,0.0,0.0,40,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18727,27,164607,13,5,13,3,4,1,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18728,58,34878,13,0,10,1,4,0,0.0,0.0,50,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18729,37,126569,14,2,4,0,4,1,0.0,0.45385674931129477,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
18731,28,22422,9,4,4,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18732,36,178222,13,0,10,1,4,0,0.0,0.0,60,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18733,45,56841,9,2,3,0,4,1,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, >50K
18734,23,300275,9,4,12,1,4,1,0.0,0.0,48,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18735,69,197288,9,2,4,0,4,1,0.0,0.0,35,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18736,58,157786,9,2,4,0,4,1,0.0,0.0,40,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18737,22,110684,9,4,1,3,4,1,0.0,0.0,20,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18738,58,140729,13,2,5,0,4,1,0.0,0.0,35,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18739,53,90127,10,2,11,0,4,1,0.0,0.0,60,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, >50K
18740,44,37997,9,2,5,0,4,1,0.0,0.0,60,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18741,31,61308,6,4,8,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18742,46,171199,13,0,7,4,3,0,0.0,0.0,40,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18743,48,128432,9,2,8,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18744,46,195023,10,5,1,4,4,0,0.0,0.0,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18745,43,122473,5,4,7,4,2,0,0.0,0.14348025711662074,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, <=50K
18746,43,171888,10,0,1,1,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18747,17,183784,6,4,12,3,4,1,0.0,0.0,15,39,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18748,20,219262,10,4,12,3,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18749,22,71379,10,4,10,1,4,0,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18751,35,96824,10,0,8,4,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18752,29,242597,13,4,13,1,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, <=50K
18754,25,204536,9,4,3,1,4,1,0.0,0.0,35,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18755,54,143804,6,2,7,0,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, <=50K
18756,23,80680,10,2,12,3,4,0,0.0,0.0,16,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18757,36,301227,3,5,9,4,3,0,0.0,0.0,35,26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, <=50K
18758,26,201930,9,2,3,0,4,1,0.0,0.0,50,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18759,25,176616,9,4,8,3,4,1,0.0,0.0,40,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18760,46,353219,5,0,8,4,4,0,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, <=50K
18761,41,126076,10,0,3,1,4,0,0.0,0.0,50,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, <=50K
18762,31,156493,9,4,10,3,4,1,0.0,0.0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, <=50K
18763,48,435503,14,2,10,0,4,1,0.0,0.0,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, >50K
